"Commuting duration by main mode of commuting and time arriving at work: Canada, provinces and territories, census divisions and census subdivisions of work",Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,Unnamed: 55,Unnamed: 57,Unnamed: 59,Unnamed: 61,Unnamed: 63,Unnamed: 65,Unnamed: 67,Unnamed: 69,Unnamed: 71,Unnamed: 73,Unnamed: 75,Unnamed: 77,Unnamed: 79,Unnamed: 81,Unnamed: 83,Unnamed: 85,Unnamed: 87,Unnamed: 89,Unnamed: 91,Unnamed: 93,Unnamed: 95,Unnamed: 97,Unnamed: 99,Unnamed: 101,Unnamed: 103,Unnamed: 105,Unnamed: 107,Unnamed: 109,Unnamed: 111,Unnamed: 113,Unnamed: 115,Unnamed: 117,Unnamed: 119,Unnamed: 121,Unnamed: 123,Unnamed: 125,Unnamed: 127,Unnamed: 129,Unnamed: 131,Unnamed: 133,Unnamed: 135,Unnamed: 137,Unnamed: 139,Unnamed: 141,Unnamed: 143
Port McNeill i5155,520,60,70,30,25,13.4,105,20,25,0,0,15.3,0,0,25,0,0,40,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,20,0,0,42,105,20,0,0,0,9.1,95,20,0,0,0,9.4,15,0,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,15,120
Port Alice i5156,45,10,0,0,10,18,35,0,0,0,0,7.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,7.8,35,0,0,0,0,7.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Port Hardy i5157,"1,040",170,135,25,15,12.2,105,45,0,0,0,10.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,105,40,0,0,0,10.4,105,40,0,0,0,10.4,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,12
Mount Waddington B i5158,0,0,10,0,15,44,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Mount Waddington C i5159,160,60,30,0,25,23,25,0,0,0,0,4.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,4.4,25,0,0,0,0,4.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Mount Waddington D i5160,25,20,0,10,30,38.5,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Mount Waddington A i5161,45,15,0,0,0,21.2,20,0,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,6.8,20,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,10,40
Fort Rupert 1 i5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsulquate 4 i5163,25,0,0,0,0,5.8,10,0,0,0,0,4.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,4.5,10,0,0,0,0,4.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Dead Point 5 i5164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwayasdums 1 i5165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopetown 10A i5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaee 7 i5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kippase 2 i5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quatsino Subdivision 18 i5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Point 5 i5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Point 5A i5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimpkish 2 i5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope Island 1 i5173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alert Bay i5174,90,0,0,0,0,6.4,30,0,0,0,0,9.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,9.6,20,0,0,0,0,9.6,15,0,0,0,0,9.5,0,0,0,0,0,,0,0,0,0,0,
Central Coast i5175,590,165,15,10,20,11.2,210,50,0,0,0,8.6,10,10,0,0,0,17,10,10,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,18,205,35,0,0,0,8,200,30,0,0,0,6.2,10,10,0,0,0,23,0,0,0,0,0,,20,20,0,0,0,17
Central Coast A i5176,25,0,0,0,0,7,20,10,0,0,0,6.8,0,10,0,0,0,18,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,18,20,0,0,0,0,2.6,20,0,0,0,0,2.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Central Coast C i5177,70,15,0,0,0,6.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Central Coast D i5178,30,0,0,0,0,8.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Central Coast E i5179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bella Bella 1 i5180,205,0,0,0,0,6.6,130,25,0,0,0,6.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,130,25,0,0,0,6.8,125,25,0,0,0,6.9,10,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,
Bella Coola 1 i5181,240,130,15,0,10,15,50,10,0,0,0,11,10,10,0,0,0,16,10,10,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,10,0,0,0,10.2,45,10,0,0,0,6.4,0,10,0,0,0,32,0,0,0,0,0,,0,10,0,0,0,
Katit 1 i5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeena-Queen Charlotte i5183,"3,840",995,105,65,100,11.5,550,335,80,0,0,12.4,10,55,30,0,0,20.4,10,55,20,0,0,19.2,0,0,0,0,0,,0,0,0,0,0,,0,0,10,0,0,32,535,275,45,0,0,11.5,460,245,45,0,0,11.6,80,25,0,0,0,10.6,10,0,0,0,0,2.4,60,55,20,0,35,31.7
Port Edward i5184,25,65,0,0,0,14.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Prince Rupert i5185,"3,035",715,30,0,30,9.9,300,280,55,0,0,13.8,10,55,20,0,0,19.2,10,55,20,0,0,18.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,285,220,30,0,0,12.8,265,195,30,0,0,12.6,15,25,0,0,0,15.4,0,0,0,0,0,,50,15,0,0,10,21.2
North Coast A i5186,20,10,0,0,0,16.5,0,0,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
North Coast C i5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masset i5188,245,50,20,0,0,11.6,45,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,8,25,0,0,0,0,10,25,0,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,40
Queen Charlotte i5189,60,15,10,20,0,17.2,0,0,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,,0,20,0,0,0,
North Coast D i5190,115,25,25,20,30,23.9,20,0,0,0,0,13.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,8,15,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,15,0,0,10,40
Port Clements i5191,30,15,10,0,0,16.4,10,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,3.8,10,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
North Coast E i5192,65,40,20,10,15,19.2,40,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,5.2,15,0,0,0,0,,25,0,0,0,0,7.8,0,0,0,0,0,,0,0,0,0,0,
Kulkayu (Hartley Bay) 4A i5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masset 1 i5194,65,0,0,0,0,10.8,10,15,0,0,0,15,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,15,0,0,0,15,10,15,0,0,0,15,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Skidegate 1 i5195,105,50,0,0,0,10.2,35,10,0,0,0,9.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,10,0,0,0,9.6,35,10,0,0,0,9.6,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Kulkayu (Hartley Bay) 4 i5196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphin Island 1 i5197,35,10,0,0,0,8.8,45,10,0,0,0,10.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,10,0,0,0,10.6,40,10,0,0,0,10.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lax Kw'alaams 1 i5198,40,0,0,0,0,11.4,0,15,0,0,0,13.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,15,0,0,0,13.2,0,15,0,0,0,13.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
S1/2 Tsimpsean 2 i5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tlaa Gaa Aawtlaas 28 i5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitimat-Stikine i5201,"7,580","2,460",345,375,390,13.8,895,465,130,50,80,18.6,145,190,60,45,70,34.7,145,185,60,45,60,33.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,10,,750,275,75,0,10,11.2,645,240,55,0,0,10.9,105,30,15,0,0,13.2,10,0,0,0,0,,470,150,75,10,415,52.6
Kitimat i5202,"2,030","1,015",145,185,175,15.9,210,220,45,45,45,23.9,80,155,45,40,45,31.2,80,150,45,40,45,31.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,130,65,0,0,0,10.6,110,45,0,0,0,10,20,20,0,0,0,12.8,0,0,0,0,0,,195,105,45,0,260,54.2
Terrace i5203,"3,930","1,030",70,85,25,10.2,280,170,65,0,10,15,10,15,15,0,0,19.5,10,15,15,0,0,19.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,270,155,55,0,10,14.7,215,140,45,0,0,14.5,55,15,10,0,0,15.6,10,0,0,0,0,,15,0,0,0,0,9
Kitimat-Stikine C (Part 1) i5204,35,10,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Kitimat-Stikine E i5205,315,135,25,10,25,14.2,45,20,0,0,0,10.8,10,10,0,0,0,13,10,10,0,0,0,13,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,10,0,0,0,10,35,10,0,0,0,7.9,0,0,0,0,0,,0,0,0,0,0,,45,10,0,0,10,33.5
Kitimat-Stikine C (Part 2) i5206,10,0,0,0,0,,0,0,0,0,10,,0,0,0,0,10,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,10,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,10,0,25,120
Hazelton i5207,115,35,30,20,20,23.6,25,0,0,0,0,5.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,5.4,25,0,0,0,0,5.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
New Hazelton i5208,110,25,10,0,0,9,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Kitimat-Stikine B i5209,70,25,10,10,20,32,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Stewart i5210,175,0,0,0,20,19.5,30,0,0,0,0,44,0,0,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,6.4,0,0,0,0,0,,15,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,5.6
Nisga'a i5211,235,35,15,25,20,15.6,120,10,0,0,0,6.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,120,10,0,0,0,6,110,10,0,0,0,6.1,10,0,0,0,0,4,0,0,0,0,0,,15,0,0,0,0,6
Kitimat-Stikine F i5212,65,0,0,0,0,3.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,10,0,0,0,54
Kitimat-Stikine A i5213,10,0,0,0,10,36,35,0,0,0,10,41,15,0,0,0,10,68,15,0,0,0,10,68,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,9.2,20,0,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,75,0,0,0,0,11.9
Kitimat-Stikine D i5214,20,10,0,15,35,68,15,0,0,0,0,31,15,0,0,0,0,36,15,0,0,0,0,36,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,70,20,0,0,100,80.8
Kitasoo 1 i5215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitamaat 2 i5216,35,30,10,0,0,14.6,10,10,0,0,0,15,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,9,10,0,0,0,0,9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Kitsumkaylum 1 i5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kshish 4 i5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulspai 6 i5219,20,10,0,0,10,35,10,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,8,10,0,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Coryatsaqua (Moricetown) 2 i5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hagwilget 1 i5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitanmaax 1 i5222,70,30,10,10,15,19.4,20,10,0,0,0,10.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,10,0,0,0,10.4,10,10,0,0,0,13,10,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,
Kispiox 1 i5223,55,10,0,0,0,7,10,0,0,0,0,7.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,7.6,10,0,0,0,0,7.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gitsegukla 1 i5224,15,0,0,10,0,19,10,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,3.2,10,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gitanyow 1 i5225,40,10,0,0,0,11.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gitwangak 1 i5226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moricetown 1 i5227,55,15,25,0,0,15.9,15,0,0,0,0,7.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,7.6,15,0,0,0,0,7.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sik-e-dakh 2 i5228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Babine 17 i5229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkley River 19 i5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iskut 6 i5231,30,0,0,0,15,23.2,20,0,0,0,0,14.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,7.4,20,0,0,0,0,7.4,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,10,30
Guhthe Tah 12 i5232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitselas 1 i5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dease Lake 9 i5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahltan 1 i5235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telegraph Creek i5236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkley-Nechako i5237,"6,840","2,475",690,355,565,16.4,900,290,65,0,100,18.2,15,0,10,0,90,93,15,0,10,0,90,93,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,890,285,50,0,10,10.6,730,240,50,0,0,9.7,155,45,0,0,0,14.7,0,0,0,0,0,,175,40,15,0,15,10.8
Vanderhoof i5238,"1,435",630,170,90,150,18.1,120,50,0,0,0,11.4,0,0,10,0,0,,0,0,10,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,120,50,0,0,0,8.2,100,25,0,0,0,7,25,20,0,0,0,11.6,0,0,0,0,0,,0,15,0,0,0,15.2
Fraser Lake i5239,20,30,40,0,0,26.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Fort St. James i5240,380,155,25,25,45,19.7,60,0,0,0,30,35.6,0,0,0,0,30,92,0,0,0,0,30,92,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,60,0,0,0,0,8.2,55,0,0,0,0,8.6,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,10,28
Bulkley-Nechako C i5241,105,35,0,0,30,35,0,0,0,0,55,130,0,0,0,0,55,130,0,0,0,0,55,130,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,20
Bulkley-Nechako D i5242,225,110,45,0,25,18.2,15,0,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,6.4,15,0,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,5.4
Bulkley-Nechako F i5243,70,15,25,0,10,22.2,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,20,0,0,0,15
Burns Lake i5244,805,240,80,60,60,15.3,75,25,0,0,10,13.7,0,0,0,0,10,,0,0,0,0,10,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,75,25,0,0,0,9.2,75,25,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,14
Bulkley-Nechako B i5245,50,45,35,0,15,26.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Bulkley-Nechako E i5246,45,55,10,0,0,18.6,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Granisle i5247,15,0,0,10,0,25,20,0,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,6.4,20,0,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Houston i5248,925,165,100,55,90,16.7,75,35,10,0,0,13.3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,75,30,10,0,0,11.4,70,25,10,0,0,11.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Telkwa i5249,85,95,15,10,15,19.2,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Smithers i5250,"2,035",680,110,65,75,12.7,395,150,25,0,0,12.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,390,150,25,0,0,12.6,285,135,25,0,0,11.1,100,15,0,0,0,17.8,0,0,0,0,0,,65,0,15,0,0,6.2
Bulkley-Nechako A i5251,425,175,15,10,15,12.4,80,10,10,0,0,9.1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,75,10,10,0,0,9.3,60,0,10,0,0,9.4,15,0,0,0,0,8.4,0,0,0,0,0,,15,0,0,0,0,3.8
Bulkley-Nechako G i5252,20,0,0,0,0,6.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Ye Koo Che 3 i5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautley (Fort Fraser) 1 i5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nak'azdli i5255,50,10,0,10,0,10.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
